id, d, s,c,score,,,
3440,6.10E+08,0.089,5.70E+07,-0.991271572,,,
3460,1.30E+09,0.087,8.63E+07,-0.995622421,,,
3480,1.29E+09,0.086,5.84E+07,-0.997953562,,,
3500,1.05E+09,0.092,5.66E+07,-0.997093022,,,
3520,8.98E+08,0.088,5.81E+07,-0.995816968,,,
3540,4.71E+08,0.092,5.38E+07,-0.986940012,,,
3560,1.01E+09,0.09,5.68E+07,-0.9968369,,,
3580,7.23E+08,0.086,3.87E+07,-0.997137067,,,
3600,5.83E+08,0.088,4.74E+07,-0.993390284,,,
3620,8.91E+08,0.088,6.92E+07,-0.993969161,,,
3640,7.35E+08,0.088,5.56E+07,-0.994277361,,,
3660,5.65E+08,0.088,6.49E+07,-0.986814326,,,
3680,1.08E+09,0.086,5.25E+07,-0.997618407,,,
3700,9.01E+08,0.09,6.14E+07,-0.995355137,,,
3720,9.56E+08,0.089,7.19E+07,-0.994344846,,,
3740,1.33E+09,0.089,6.37E+07,-0.997705764,,,
3760,3.42E+08,0.09,8.32E+07,-0.940937277,,,
3780,1.16E+09,0.086,5.03E+07,-0.998131761,,,
3800,1.01E+09,0.09,7.26E+07,-0.994786623,,,
3820,1.21E+09,0.086,5.63E+07,-0.997850562,,,
3840,1.10E+09,0.087,4.24E+07,-0.998521573,,,
3860,1.14E+09,0.088,7.94E+07,-0.995179486,,,
3880,7.82E+08,0.101,6.97E+07,-0.992060304,,,
3900,1.02E+09,0.087,5.93E+07,-0.996629552,,,
3920,9.74E+08,0.087,5.74E+07,-0.996523641,,,
3940,1.09E+09,0.093,6.37E+07,-0.996591918,,,
3960,8.18E+08,0.087,7.35E+07,-0.991923385,,,
3980,8.19E+08,0.091,6.04E+07,-0.99456228,,,
4000,5.67E+08,0.09,8.58E+07,-0.9771035,,,
4020,1.21E+09,0.086,7.43E+07,-0.996211673,,,
4040,1.05E+09,0.088,8.43E+07,-0.993500979,,,
4060,1.10E+09,0.088,6.12E+07,-0.996910973,,,
4080,9.44E+08,0.09,7.96E+07,-0.992893689,,,
4100,1.37E+09,0.089,5.54E+07,-0.998354079,,,
4120,9.32E+08,0.086,8.67E+07,-0.99135384,,,
4140,1.11E+09,0.089,7.88E+07,-0.994951932,,,
4160,7.93E+08,0.088,6.87E+07,-0.992496992,,,
4180,1.22E+09,0.09,6.92E+07,-0.996790174,,,
4200,5.84E+08,0.091,7.74E+07,-0.982442463,,,
4220,1.05E+09,0.088,8.55E+07,-0.9933316,,,
4240,1.08E+09,0.091,6.78E+07,-0.996038977,,,
4260,7.91E+08,0.086,5.73E+07,-0.994750512,,,
4280,1.07E+09,0.089,7.91E+07,-0.994529058,,,
4300,1.36E+09,0.088,6.89E+07,-0.997429906,,,
4320,1.03E+09,0.087,8.71E+07,-0.992823051,,,
4340,8.42E+08,0.088,6.30E+07,-0.994400935,,,
4360,9.96E+08,0.088,7.80E+07,-0.993870451,,,
4380,1.19E+09,0.085,5.77E+07,-0.997661267,,,
4400,1.03E+09,0.087,7.48E+07,-0.994697308,,,
4420,9.02E+08,0.091,7.03E+07,-0.993923811,,,
4440,1.19E+09,0.088,7.82E+07,-0.995672293,,,
4460,9.42E+08,0.091,8.47E+07,-0.991909858,,,
4480,7.18E+08,0.091,6.56E+07,-0.991659,,,
4500,6.26E+08,0.09,8.54E+07,-0.981370131,,,
4520,8.99E+08,0.084,6.81E+07,-0.994259317,,,
4540,1.09E+09,0.087,8.79E+07,-0.99353598,,,
4560,7.63E+08,0.088,9.48E+07,-0.984582623,,,
4580,6.71E+08,0.091,7.74E+07,-0.986695392,,,
4600,8.50E+08,0.099,6.01E+07,-0.995003389,,,
4620,8.93E+08,0.089,7.22E+07,-0.993457983,,,
4640,5.59E+08,0.098,1.08E+08,-0.962614887,,,
4660,1.00E+09,0.088,6.92E+07,-0.995212619,,,
4680,9.55E+08,0.089,8.19E+07,-0.992652577,,,
4700,1.09E+09,0.085,7.12E+07,-0.995759617,,,
4720,1.37E+09,0.104,5.79E+07,-0.998200962,,,
4740,1.34E+09,0.094,8.67E+07,-0.995824664,,,
4760,9.42E+08,0.09,7.84E+07,-0.993066497,,,
4780,8.66E+08,0.088,9.41E+07,-0.988202562,,,
4800,1.46E+09,0.089,7.71E+07,-0.997214031,,,
4820,8.16E+08,0.09,1.03E+08,-0.984051745,,,
4840,1.33E+09,0.088,9.25E+07,-0.995196847,,,
4860,1.49E+09,0.088,6.46E+07,-0.998110624,,,
4880,9.03E+08,0.085,7.68E+07,-0.992762837,,,
4900,9.15E+08,0.087,7.49E+07,-0.993297378,,,
4920,1.33E+09,0.089,7.55E+07,-0.99677741,,Score:,
4940,7.63E+08,0.086,7.34E+07,-0.990737674,,-197.3002637,
4960,8.42E+08,0.09,8.52E+07,-0.989764556,,,
4980,1.22E+09,0.086,8.40E+07,-0.995275312,,Total time:,
5000,9.65E+08,0.091,1.29E+08,-0.982122162,,19.929,seconds
,,,,,,0.33215,minutes
