id, d, s,c,score,,,
1740,1.53E+09,0.093,2.72E+07,-0.999682564,,,
1760,1.07E+09,0.091,2.53E+07,-0.999444446,,,
1780,1.39E+09,0.095,1.53E+07,-0.999878705,,,
1800,1.33E+09,0.091,1.50E+07,-0.999872051,,,
1820,1.40E+09,0.096,1.20E+07,-0.999926298,,,
1840,2.10E+09,0.089,1.78E+07,-0.999927811,,,
1860,1.62E+09,0.093,9408373.242,-0.999966145,,,
1880,1.41E+09,0.122,4.16E+07,-0.999126368,,,
1900,1.33E+09,0.088,2.06E+07,-0.999759063,,,
1920,1.23E+09,0.094,1.46E+07,-0.999859637,,,
1940,1.52E+09,0.089,2.37E+07,-0.999756559,,,
1960,1.21E+09,0.096,1.55E+07,-0.999836366,,,
1980,1.60E+09,0.089,3.22E+07,-0.999596473,,,
2000,1.40E+09,0.09,3.51E+07,-0.999367662,,,
2020,1.51E+09,0.089,1.65E+07,-0.999881181,,,
2040,1.34E+09,0.088,3.51E+07,-0.999314882,,,
2060,1.67E+09,0.091,2.32E+07,-0.999808133,,,
2080,1.92E+09,0.094,4.19E+07,-0.999522367,,,
2100,1.67E+09,0.09,2.52E+07,-0.999773174,,,
2120,1.65E+09,0.094,1.97E+07,-0.999857426,,,
2140,1.50E+09,0.089,3.42E+07,-0.999478462,,,
2160,1.15E+09,0.089,2.33E+07,-0.999588682,,,
2180,1.28E+09,0.101,1.42E+07,-0.999877582,,,
2200,1.45E+09,0.087,2.15E+07,-0.999781128,,,
2220,1.26E+09,0.09,1.89E+07,-0.99977378,,,
2240,1.43E+09,0.085,3.19E+07,-0.999500171,,,
2260,1.57E+09,0.095,1.81E+07,-0.999866848,,,
2280,1.61E+09,0.086,2.63E+07,-0.999733207,,,
2300,1.65E+09,0.09,3.32E+07,-0.999594696,,,
2320,1.40E+09,0.091,2.21E+07,-0.999752487,,,
2340,1.38E+09,0.085,2.96E+07,-0.999541769,,,
2360,1.34E+09,0.089,2.00E+07,-0.999778517,,,
2380,1.76E+09,0.089,1.27E+07,-0.999947676,,,
2400,2.11E+09,0.09,1.62E+07,-0.999940808,,,
2420,1.94E+09,0.089,3.85E+07,-0.999607082,,,
2440,1.87E+09,0.086,2.69E+07,-0.999793746,,,
2460,1.83E+09,0.087,2.27E+07,-0.99984549,,,
2480,1.69E+09,0.086,3.54E+07,-0.99956013,,,
2500,1.71E+09,0.087,3.42E+07,-0.999601734,,,
2520,2.11E+09,0.089,2.32E+07,-0.999878628,,,
2540,1.48E+09,0.088,2.09E+07,-0.999799936,,,
2560,1.92E+09,0.088,1.90E+07,-0.999902151,,,
2580,2.00E+09,0.086,6.09E+07,-0.999071069,,,
2600,1.77E+09,0.088,2.12E+07,-0.999856214,,,
2620,1.57E+09,0.086,3.11E+07,-0.999608594,,,
2640,1.70E+09,0.085,4.66E+07,-0.999251033,,,
2660,1.43E+09,0.091,3.63E+07,-0.999359762,,,
2680,1.53E+09,0.086,3.72E+07,-0.999411974,,,
2700,1.23E+09,0.089,3.91E+07,-0.998985718,,,
2720,1.60E+09,0.088,2.55E+07,-0.99974753,,,
2740,1.77E+09,0.085,3.53E+07,-0.999601831,,,
2760,1.51E+09,0.091,5.52E+07,-0.998668363,,,
2780,1.56E+09,0.086,5.42E+07,-0.998797068,,,
2800,1.37E+09,0.089,2.06E+07,-0.999772527,,,
2820,1.92E+09,0.089,2.27E+07,-0.999859854,,,
2840,1.51E+09,0.082,3.41E+07,-0.999488203,,,
2860,1.87E+09,0.085,5.83E+07,-0.999029012,,,
2880,1.69E+09,0.09,2.98E+07,-0.999690692,,,
2900,1.33E+09,0.088,2.94E+07,-0.999513485,,,
2920,1.58E+09,0.084,3.68E+07,-0.999459595,,,
2940,1.62E+09,0.085,5.11E+07,-0.999008018,,,
2960,1.69E+09,0.086,4.60E+07,-0.999262303,,,
2980,1.72E+09,0.085,3.49E+07,-0.999587406,,,
3000,1.94E+09,0.084,4.16E+07,-0.999539978,,,
3020,1.58E+09,0.086,6.28E+07,-0.998416726,,,
3040,1.57E+09,0.085,3.89E+07,-0.999383227,,,
3060,1.58E+09,0.089,4.71E+07,-0.999115701,,,
3080,1.47E+09,0.084,3.20E+07,-0.999522909,,,
3100,1.75E+09,0.087,4.79E+07,-0.999247566,,,
3120,1.40E+09,0.084,5.27E+07,-0.998580382,,,
3140,1.66E+09,0.085,6.57E+07,-0.998441227,,,
3160,1.67E+09,0.085,3.98E+07,-0.999430258,,,
3180,1.80E+09,0.085,5.96E+07,-0.998907124,,,
3200,1.76E+09,0.086,5.10E+07,-0.99915703,,,
3220,1.78E+09,0.089,4.73E+07,-0.999294636,,,
3240,1.50E+09,0.087,3.49E+07,-0.999456909,,,
3260,1.66E+09,0.085,6.34E+07,-0.998532672,,,
3280,1.56E+09,0.086,4.67E+07,-0.999098215,,,
3300,2.00E+09,0.084,6.09E+07,-0.999070592,,,
3320,1.74E+09,0.085,4.72E+07,-0.999261932,,,
3340,1.51E+09,0.085,4.82E+07,-0.998981973,,,
3360,1.38E+09,0.088,4.41E+07,-0.998973663,,,
3380,1.36E+09,0.084,4.76E+07,-0.998769218,,,
3400,1.58E+09,0.086,4.56E+07,-0.999167435,,,
3420,1.16E+09,0.088,3.13E+07,-0.999277568,,,
3440,1.36E+09,0.084,5.70E+07,-0.998242493,,,
3460,1.56E+09,0.086,8.63E+07,-0.996923993,,,
3480,1.46E+09,0.083,5.84E+07,-0.998409645,,,
3500,1.52E+09,0.087,5.66E+07,-0.998604659,,,
3520,1.69E+09,0.087,5.81E+07,-0.998811771,,,
3540,1.90E+09,0.084,5.38E+07,-0.999200039,,,
3560,1.49E+09,0.086,5.68E+07,-0.998551822,,,
3580,1.69E+09,0.081,3.87E+07,-0.999478626,,,
3600,1.42E+09,0.085,4.74E+07,-0.998892107,,,
3620,1.64E+09,0.086,6.92E+07,-0.998209685,,,
3640,1.54E+09,0.099,5.56E+07,-0.998699608,,,
3660,1.42E+09,0.084,6.49E+07,-0.99790698,,,
3680,1.70E+09,0.085,5.25E+07,-0.999042121,,,
