id, d, s,c,score,,,
2120,1.63E+09,0.097,1.97E+07,-0.999853545,,,
2140,1.63E+09,0.093,3.42E+07,-0.999561719,,,
2160,1.47E+09,0.093,2.33E+07,-0.99974995,,,
2180,1.59E+09,0.093,1.42E+07,-0.999919885,,,
2200,1.43E+09,0.095,2.15E+07,-0.999773285,,,
2220,1.65E+09,0.093,1.89E+07,-0.999868998,,,
2240,2.08E+09,0.091,3.19E+07,-0.999763897,,,
2260,1.77E+09,0.091,1.81E+07,-0.999895958,,,
2280,1.62E+09,0.091,2.63E+07,-0.999736129,,,
2300,1.96E+09,0.091,3.32E+07,-0.999712866,,,
2320,1.59E+09,0.093,2.21E+07,-0.999807021,,,
2340,1.63E+09,0.094,2.96E+07,-0.999671244,,,
2360,1.71E+09,0.092,2.00E+07,-0.999863974,,,
2380,1.72E+09,0.093,1.27E+07,-0.999945433,,,
2400,1.78E+09,0.094,1.62E+07,-0.999917258,,,
2420,1.74E+09,0.089,3.85E+07,-0.999510782,,,
2440,1.75E+09,0.095,2.69E+07,-0.999764468,,,
2460,1.99E+09,0.093,2.27E+07,-0.999870424,,,
2480,2.13E+09,0.089,3.54E+07,-0.999723254,,,
2500,1.77E+09,0.093,3.42E+07,-0.999627576,,,
2520,2.56E+09,0.089,2.32E+07,-0.999918102,,,
2540,1.75E+09,0.093,2.09E+07,-0.999857478,,,
2560,2.19E+09,0.089,1.90E+07,-0.999924391,,,
2580,2.49E+09,0.091,6.09E+07,-0.999401239,,,
2600,2.01E+09,0.095,2.12E+07,-0.999888721,,,
2620,1.88E+09,0.089,3.11E+07,-0.999726362,,,
2640,1.78E+09,0.091,4.66E+07,-0.999312454,,,
2660,1.74E+09,0.093,3.63E+07,-0.99956464,,,
2680,1.58E+09,0.09,3.72E+07,-0.99944718,,,
2700,1.81E+09,0.094,3.91E+07,-0.999533831,,,
2720,1.69E+09,0.089,2.55E+07,-0.999771308,,,
2740,1.87E+09,0.093,3.53E+07,-0.9996428,,,
2760,1.99E+09,0.093,5.52E+07,-0.999229213,,,
2780,2.01E+09,0.089,5.42E+07,-0.999270201,,,
2800,1.90E+09,0.095,2.06E+07,-0.999882449,,,
2820,1.76E+09,0.092,2.27E+07,-0.999832903,,,
2840,1.66E+09,0.091,3.41E+07,-0.999579892,,,
2860,2.27E+09,0.089,5.83E+07,-0.99933871,,,
2880,2.13E+09,0.089,2.98E+07,-0.999803381,,,
2900,2.37E+09,0.093,2.94E+07,-0.99984548,,,
2920,1.99E+09,0.089,3.68E+07,-0.999658008,,,
2940,1.68E+09,0.092,5.11E+07,-0.999070396,,,
2960,2.27E+09,0.091,4.60E+07,-0.99959107,,,
2980,2.01E+09,0.092,3.49E+07,-0.999697285,,,
3000,2.10E+09,0.093,4.16E+07,-0.999608559,,,
3020,2.22E+09,0.089,6.28E+07,-0.999199067,,,
3040,2.39E+09,0.093,3.89E+07,-0.999735021,,,
3060,1.79E+09,0.092,4.71E+07,-0.999309877,,,
3080,1.93E+09,0.089,3.20E+07,-0.999724156,,,
3100,1.85E+09,0.093,4.79E+07,-0.999330641,,,
3120,1.53E+09,0.089,5.27E+07,-0.998809087,,,
3140,2.28E+09,0.091,6.57E+07,-0.99917255,,,
3160,1.97E+09,0.091,3.98E+07,-0.999592477,,,
3180,2.48E+09,0.09,5.96E+07,-0.99942272,,,
3200,1.84E+09,0.092,5.10E+07,-0.999233349,,,
3220,2.09E+09,0.09,4.73E+07,-0.999487821,,,
3240,1.74E+09,0.092,3.49E+07,-0.999598967,,,
3260,1.96E+09,0.092,6.34E+07,-0.998958654,,,
3280,1.92E+09,0.088,4.67E+07,-0.999405683,,,
3300,2.04E+09,0.108,6.09E+07,-0.999106748,,,
3320,1.83E+09,0.091,4.72E+07,-0.999334221,,,
3340,1.73E+09,0.09,4.82E+07,-0.999219698,,,
3360,1.67E+09,0.09,4.41E+07,-0.999301787,,,
3380,1.56E+09,0.09,4.76E+07,-0.999074317,,,
3400,1.95E+09,0.089,4.56E+07,-0.999452172,,,
3420,1.86E+09,0.09,3.13E+07,-0.999717161,,,
3440,1.64E+09,0.091,5.70E+07,-0.998785638,,,
3460,1.98E+09,0.088,8.63E+07,-0.998108321,,,
3480,2.33E+09,0.087,5.84E+07,-0.999372073,,,
3500,2.02E+09,0.091,5.66E+07,-0.999215179,,,
3520,2.06E+09,0.09,5.81E+07,-0.999203054,,,
3540,1.95E+09,0.09,5.38E+07,-0.999238615,,,
3560,1.87E+09,0.09,5.68E+07,-0.999079594,,,
