id, d, s,c,score,,,
2000,7.50E+08,0.09,3.51E+07,-0.997808371,,,
2020,5.08E+08,0.086,1.65E+07,-0.998944393,,,
2040,7.52E+08,0.088,3.51E+07,-0.997819432,,,
2060,7.44E+08,0.088,2.32E+07,-0.999026658,,,
2080,1.13E+09,0.086,4.19E+07,-0.998628671,,,
2100,9.53E+08,0.089,2.52E+07,-0.999301285,,,
2120,7.77E+08,0.09,1.97E+07,-0.999356862,,,
2140,7.62E+08,0.091,3.42E+07,-0.997984766,,,
2160,4.55E+08,0.087,2.33E+07,-0.997382943,,,
2180,5.69E+08,0.092,1.42E+07,-0.999378258,,,
2200,6.26E+08,0.089,2.15E+07,-0.998821005,,,
2220,8.89E+08,0.09,1.89E+07,-0.999547803,,,
2240,8.58E+08,0.087,3.19E+07,-0.998617199,,,
2260,8.29E+08,0.086,1.81E+07,-0.999523572,,,
2280,9.67E+08,0.089,2.63E+07,-0.999259824,,,
2300,8.84E+08,0.087,3.32E+07,-0.998590106,,,
2320,8.61E+08,0.088,2.21E+07,-0.99934149,,,
2340,7.84E+08,0.087,2.96E+07,-0.998576011,,,
2360,5.69E+08,0.087,2.00E+07,-0.998763444,,,
2380,6.43E+08,0.089,1.27E+07,-0.999609522,,,
2400,7.43E+08,0.085,1.62E+07,-0.999524096,,,
2420,1.05E+09,0.09,3.85E+07,-0.998664121,,,
2440,9.76E+08,0.089,2.69E+07,-0.999240826,,,
2460,9.84E+08,0.086,2.27E+07,-0.999468116,,,
2480,7.39E+08,0.086,3.54E+07,-0.997705059,,,
2500,1.08E+09,0.087,3.42E+07,-0.998993399,,,
2520,6.05E+08,0.087,2.32E+07,-0.998527735,,,
2540,7.74E+08,0.087,2.09E+07,-0.999270489,,,
2560,9.09E+08,0.085,1.90E+07,-0.999563509,,,
2580,1.10E+09,0.087,6.09E+07,-0.996957295,,,
2600,7.55E+08,0.087,2.12E+07,-0.999212572,,,
2620,8.63E+08,0.087,3.11E+07,-0.998699943,,,
2640,1.13E+09,0.088,4.66E+07,-0.998284351,,,
2660,8.42E+08,0.089,3.63E+07,-0.99814268,,,
2680,6.52E+08,0.088,3.72E+07,-0.9967465,,,
2700,1.09E+09,0.087,3.91E+07,-0.998717573,,,
2720,9.95E+08,0.088,2.55E+07,-0.999343775,,,
2740,8.42E+08,0.086,3.53E+07,-0.998240478,,,
2760,1.18E+09,0.087,5.52E+07,-0.997803657,,,
2780,1.04E+09,0.087,5.42E+07,-0.997305742,,,
2800,9.47E+08,0.088,2.06E+07,-0.999526839,,,
2820,1.23E+09,0.09,2.27E+07,-0.999662049,,,
2840,1.06E+09,0.086,3.41E+07,-0.998961189,,,
2860,1.05E+09,0.085,5.83E+07,-0.996913385,,,
2880,8.69E+08,0.087,2.98E+07,-0.998824464,,,
2900,8.78E+08,0.085,2.94E+07,-0.998879221,,,
2920,8.90E+08,0.084,3.68E+07,-0.998290714,,,
2940,9.30E+08,0.089,5.11E+07,-0.996980044,,,
