id, d, s,c,score,,,
1660,9.04E+08,0.089,3.27E+07,-0.99869156,,,
1680,7.56E+08,0.096,1.19E+07,-0.999752418,,,
1700,6.02E+08,0.089,2.03E+07,-0.998862145,,,
1720,4.37E+08,0.089,1.16E+07,-0.999296043,,,
1740,7.27E+08,0.087,2.72E+07,-0.998599295,,,
1760,6.16E+08,0.088,2.53E+07,-0.998313625,,,
1780,6.37E+08,0.089,1.53E+07,-0.999422547,,,
1800,8.09E+08,0.091,1.50E+07,-0.999656373,,,
1820,6.03E+08,0.092,1.20E+07,-0.999603592,,,
1840,6.45E+08,0.091,1.78E+07,-0.999238364,,,
1860,8.87E+08,0.091,9408373.242,-0.999887483,,,
1880,6.98E+08,0.09,4.16E+07,-0.996446943,,,
1900,5.91E+08,0.09,2.06E+07,-0.998786267,,,
1920,5.49E+08,0.09,1.46E+07,-0.999292509,,,
1940,6.67E+08,0.089,2.37E+07,-0.998736617,,,
1960,8.05E+08,0.091,1.55E+07,-0.99962917,,,
1980,1.11E+09,0.091,3.22E+07,-0.999162207,,,
2000,5.21E+08,0.088,3.51E+07,-0.995462203,,,
2020,5.92E+08,0.086,1.65E+07,-0.999223608,,,
2040,7.95E+08,0.091,3.51E+07,-0.998049189,,,
2060,7.05E+08,0.088,2.32E+07,-0.998915774,,,
2080,8.19E+08,0.087,4.19E+07,-0.997380352,,,
2100,7.00E+08,0.09,2.52E+07,-0.998702476,,,
2120,8.11E+08,0.089,1.97E+07,-0.99940977,,,
2140,8.08E+08,0.092,3.42E+07,-0.998209842,,,
2160,6.58E+08,0.086,2.33E+07,-0.998746624,,,
2180,6.72E+08,0.091,1.42E+07,-0.999553456,,,
2200,5.75E+08,0.088,2.15E+07,-0.998604247,,,
2220,8.22E+08,0.089,1.89E+07,-0.999471593,,,
2240,8.70E+08,0.087,3.19E+07,-0.998655169,,,
2260,8.82E+08,0.089,1.81E+07,-0.999578638,,,
2280,6.47E+08,0.09,2.63E+07,-0.998346345,,,
2300,9.56E+08,0.097,3.32E+07,-0.998794059,,,
2320,7.99E+08,0.093,2.21E+07,-0.999235711,,,
2340,7.60E+08,0.09,2.96E+07,-0.998483143,,,
2360,7.24E+08,0.086,2.00E+07,-0.999237089,,,
2380,6.68E+08,0.09,1.27E+07,-0.999638948,,,
2400,8.22E+08,0.087,1.62E+07,-0.999611274,,,
2420,1.00E+09,0.094,3.85E+07,-0.998529662,,,
2440,7.55E+08,0.095,2.69E+07,-0.998729133,,,
2460,1.08E+09,0.092,2.27E+07,-0.999560949,,,
2480,6.13E+08,0.089,3.54E+07,-0.996659677,,,
2500,7.50E+08,0.088,3.42E+07,-0.997921471,,,
2520,9.56E+08,0.088,2.32E+07,-0.999411384,,,
2540,9.26E+08,0.087,2.09E+07,-0.999490398,,,
2560,1.15E+09,0.086,1.90E+07,-0.999724798,,,
2580,1.36E+09,0.089,6.09E+07,-0.99800137,,,
2600,9.19E+08,0.108,2.12E+07,-0.999468378,,,
2620,8.68E+08,0.088,3.11E+07,-0.998715175,,,
2640,1.04E+09,0.088,4.66E+07,-0.997992677,,,
2660,8.86E+08,0.091,3.63E+07,-0.998320028,,,
2680,7.59E+08,0.087,3.72E+07,-0.997596404,,,
2700,8.19E+08,0.087,3.91E+07,-0.997722032,,,
2720,7.57E+08,0.091,2.55E+07,-0.998863814,,,
2740,9.02E+08,0.085,3.53E+07,-0.998469918,,,
2760,1.09E+09,0.092,5.52E+07,-0.997441011,,,
2780,7.86E+08,0.09,5.42E+07,-0.99523988,,,
2800,6.30E+08,0.088,2.06E+07,-0.998930775,,,
2820,1.01E+09,0.09,2.27E+07,-0.999498211,,,
2840,8.63E+08,0.087,3.41E+07,-0.998438899,,,
2860,1.13E+09,0.088,5.83E+07,-0.997348403,,,
2880,1.10E+09,0.09,2.98E+07,-0.999272624,,,
2900,1.17E+09,0.088,2.94E+07,-0.999367222,,,
2920,1.31E+09,0.09,3.68E+07,-0.999210271,,,
2940,1.08E+09,0.089,5.11E+07,-0.997751877,,,
2960,1.40E+09,0.087,4.60E+07,-0.998924748,,,
2980,8.94E+08,0.087,3.49E+07,-0.998476062,,,
3000,1.24E+09,0.084,4.16E+07,-0.998881843,,,
3020,8.31E+08,0.087,6.28E+07,-0.994282533,,,
3040,1.07E+09,0.086,3.89E+07,-0.998690167,,,
3060,1.07E+09,0.089,4.71E+07,-0.99805136,,,
3080,1.12E+09,0.089,3.20E+07,-0.999186618,,,
3100,9.38E+08,0.088,4.79E+07,-0.997394147,,,
3120,8.11E+08,0.089,5.27E+07,-0.995776585,,,
3140,1.44E+09,0.087,6.57E+07,-0.997911316,,,
3160,1.24E+09,0.089,3.98E+07,-0.998972361,,,
3180,8.07E+08,0.087,5.96E+07,-0.994551014,,,
3200,1.48E+09,0.086,5.10E+07,-0.998811487,,,
3220,1.03E+09,0.089,4.73E+07,-0.997870601,,,
3240,6.46E+08,0.087,3.49E+07,-0.997084077,,,
3260,1.47E+09,0.088,6.34E+07,-0.998142157,,,
3280,8.09E+08,0.087,4.67E+07,-0.996671503,,,
3300,1.09E+09,0.085,6.09E+07,-0.996868605,,,
3320,1.25E+09,0.088,4.72E+07,-0.998577083,,,
3340,9.16E+08,0.086,4.82E+07,-0.997232308,,,
3360,8.64E+08,0.087,4.41E+07,-0.997397725,,,
3380,1.42E+09,0.09,4.76E+07,-0.998879504,,,
3400,8.18E+08,0.086,4.56E+07,-0.996891939,,,
3420,1.17E+09,0.091,3.13E+07,-0.999284278,,,
3440,1.06E+09,0.088,5.70E+07,-0.997091384,,,
3460,1.23E+09,0.088,8.63E+07,-0.995066208,,,
3480,1.17E+09,0.089,5.84E+07,-0.997529265,,,
3500,9.43E+08,0.084,5.66E+07,-0.996399207,,,
3520,1.17E+09,0.09,5.81E+07,-0.997536904,,,
3540,1.25E+09,0.086,5.38E+07,-0.998151232,,,
3560,1.03E+09,0.094,5.68E+07,-0.996947061,,,
